timestamp,machine_id,power_kw
2025-03-10T13:01:19.000Z,CNC-07,0.622
2025-03-10T13:01:20.000Z,CNC-07,0.626
2025-03-10T13:01:21.000Z,CNC-07,0.463
2025-03-10T13:01:22.000Z,CNC-07,0.592
2025-03-10T13:01:23.000Z,CNC-07,0.638
2025-03-10T13:01:24.000Z,CNC-07,0.605
2025-03-10T13:01:25.000Z,CNC-07,0.576
2025-03-10T13:01:26.000Z,CNC-07,0.663
2025-03-10T13:01:27.000Z,CNC-07,0.64
2025-03-10T13:01:28.000Z,CNC-07,0.544
2025-03-10T13:01:29.000Z,CNC-07,0.622
2025-03-10T13:01:30.000Z,CNC-07,0.549
2025-03-10T13:01:31.000Z,CNC-07,0.522
2025-03-10T13:01:32.000Z,CNC-07,0.622
2025-03-10T13:01:33.000Z,CNC-07,0.548
2025-03-10T13:01:34.000Z,CNC-07,0.533
2025-03-10T13:01:35.000Z,CNC-07,0.496
2025-03-10T13:01:36.000Z,CNC-07,0.438
2025-03-10T13:01:37.000Z,CNC-07,0.617
2025-03-10T13:01:38.000Z,CNC-07,0.642
2025-03-10T13:01:39.000Z,CNC-07,0.76
2025-03-10T13:01:40.000Z,CNC-07,0.597
2025-03-10T13:01:41.000Z,CNC-07,0.721
2025-03-10T13:01:42.000Z,CNC-07,0.586
2025-03-10T13:01:43.000Z,CNC-07,0.659
2025-03-10T13:01:44.000Z,CNC-07,0.599
2025-03-10T13:01:45.000Z,CNC-07,0.61
2025-03-10T13:01:46.000Z,CNC-07,0.606
2025-03-10T13:01:47.000Z,CNC-07,0.685
2025-03-10T13:01:48.000Z,CNC-07,0.564
2025-03-10T13:01:49.000Z,CNC-07,0.609
2025-03-10T13:01:50.000Z,CNC-07,0.383
2025-03-10T13:01:51.000Z,CNC-07,0.512
2025-03-10T13:01:52.000Z,CNC-07,0.56
2025-03-10T13:01:53.000Z,CNC-07,0.532
2025-03-10T13:01:54.000Z,CNC-07,0.684
2025-03-10T13:01:55.000Z,CNC-07,0.455
2025-03-10T13:01:56.000Z,CNC-07,0.637
2025-03-10T13:01:57.000Z,CNC-07,0.64
2025-03-10T13:01:58.000Z,CNC-07,0.506
2025-03-10T13:01:59.000Z,CNC-07,0.519
2025-03-10T13:02:00.000Z,CNC-07,0.778
2025-03-10T13:02:01.000Z,CNC-07,0.517
2025-03-10T13:02:02.000Z,CNC-07,0.718
2025-03-10T13:02:03.000Z,CNC-07,0.567
2025-03-10T13:02:04.000Z,CNC-07,0.572
2025-03-10T13:02:05.000Z,CNC-07,0.703
2025-03-10T13:02:06.000Z,CNC-07,0.676
2025-03-10T13:02:07.000Z,CNC-07,0.65
2025-03-10T13:02:08.000Z,CNC-07,0.57
2025-03-10T13:02:09.000Z,CNC-07,0.588
2025-03-10T13:02:10.000Z,CNC-07,0.575
2025-03-10T13:02:11.000Z,CNC-07,0.421
2025-03-10T13:02:12.000Z,CNC-07,0.562
2025-03-10T13:02:13.000Z,CNC-07,0.487
2025-03-10T13:02:14.000Z,CNC-07,0.594
2025-03-10T13:02:15.000Z,CNC-07,0.725
2025-03-10T13:02:16.000Z,CNC-07,0.548
2025-03-10T13:02:17.000Z,CNC-07,0.748
2025-03-10T13:02:18.000Z,CNC-07,0.603
2025-03-10T13:02:19.000Z,CNC-07,0.582
2025-03-10T13:02:20.000Z,CNC-07,0.644
2025-03-10T13:02:21.000Z,CNC-07,0.567
2025-03-10T13:02:22.000Z,CNC-07,0.59
2025-03-10T13:02:23.000Z,CNC-07,0.645
2025-03-10T13:02:24.000Z,CNC-07,0.655
2025-03-10T13:02:25.000Z,CNC-07,0.589
2025-03-10T13:02:26.000Z,CNC-07,0.516
2025-03-10T13:02:27.000Z,CNC-07,0.689
2025-03-10T13:02:28.000Z,CNC-07,0.561
2025-03-10T13:02:29.000Z,CNC-07,0.449
2025-03-10T13:02:30.000Z,CNC-07,0.56
2025-03-10T13:02:31.000Z,CNC-07,0.629
2025-03-10T13:02:32.000Z,CNC-07,0.693
2025-03-10T13:02:33.000Z,CNC-07,0.663
2025-03-10T13:02:34.000Z,CNC-07,0.656
2025-03-10T13:02:35.000Z,CNC-07,0.497
2025-03-10T13:02:36.000Z,CNC-07,0.576
2025-03-10T13:02:37.000Z,CNC-07,0.68
2025-03-10T13:02:38.000Z,CNC-07,0.523
2025-03-10T13:02:39.000Z,CNC-07,0.629
2025-03-10T13:02:40.000Z,CNC-07,0.567
2025-03-10T13:02:41.000Z,CNC-07,0.622
2025-03-10T13:02:42.000Z,CNC-07,0.503
2025-03-10T13:02:43.000Z,CNC-07,0.649
2025-03-10T13:02:44.000Z,CNC-07,0.501
2025-03-10T13:02:45.000Z,CNC-07,0.708
2025-03-10T13:02:46.000Z,CNC-07,0.585
2025-03-10T13:02:47.000Z,CNC-07,0.62
2025-03-10T13:02:48.000Z,CNC-07,0.546
2025-03-10T13:02:49.000Z,CNC-07,0.656
2025-03-10T13:02:50.000Z,CNC-07,0.598
2025-03-10T13:02:51.000Z,CNC-07,0.441
2025-03-10T13:02:52.000Z,CNC-07,0.637
2025-03-10T13:02:53.000Z,CNC-07,0.667
2025-03-10T13:02:54.000Z,CNC-07,0.622
2025-03-10T13:02:55.000Z,CNC-07,0.593
2025-03-10T13:02:56.000Z,CNC-07,0.621
2025-03-10T13:02:57.000Z,CNC-07,0.575
2025-03-10T13:02:58.000Z,CNC-07,0.562
2025-03-10T13:02:59.000Z,CNC-07,0.582
2025-03-10T13:03:00.000Z,CNC-07,0.681
2025-03-10T13:03:01.000Z,CNC-07,0.554
2025-03-10T13:03:02.000Z,CNC-07,0.591
2025-03-10T13:03:03.000Z,CNC-07,0.5
2025-03-10T13:03:04.000Z,CNC-07,0.513
2025-03-10T13:03:05.000Z,CNC-07,0.516
2025-03-10T13:03:06.000Z,CNC-07,0.777
2025-03-10T13:03:07.000Z,CNC-07,0.725
2025-03-10T13:03:08.000Z,CNC-07,0.622
2025-03-10T13:03:09.000Z,CNC-07,0.503
2025-03-10T13:03:10.000Z,CNC-07,0.437
2025-03-10T13:03:11.000Z,CNC-07,0.694
2025-03-10T13:03:12.000Z,CNC-07,0.681
2025-03-10T13:03:13.000Z,CNC-07,0.565
2025-03-10T13:03:14.000Z,CNC-07,0.522
2025-03-10T13:03:15.000Z,CNC-07,0.674
2025-03-10T13:03:16.000Z,CNC-07,0.647
2025-03-10T13:03:17.000Z,CNC-07,0.599
2025-03-10T13:03:18.000Z,CNC-07,0.528
2025-03-10T13:03:19.000Z,CNC-07,0.664
2025-03-10T13:03:20.000Z,CNC-07,0.628
2025-03-10T13:03:21.000Z,CNC-07,0.719
2025-03-10T13:03:22.000Z,CNC-07,0.567
2025-03-10T13:03:23.000Z,CNC-07,0.549
2025-03-10T13:03:24.000Z,CNC-07,0.604
2025-03-10T13:03:25.000Z,CNC-07,0.761
2025-03-10T13:03:26.000Z,CNC-07,0.537
2025-03-10T13:03:27.000Z,CNC-07,0.659
2025-03-10T13:03:28.000Z,CNC-07,0.565
2025-03-10T13:03:29.000Z,CNC-07,0.564
2025-03-10T13:03:30.000Z,CNC-07,0.624
2025-03-10T13:03:31.000Z,CNC-07,0.601
2025-03-10T13:03:32.000Z,CNC-07,0.625
2025-03-10T13:03:33.000Z,CNC-07,0.629
2025-03-10T13:03:34.000Z,CNC-07,0.555
2025-03-10T13:03:35.000Z,CNC-07,0.561
2025-03-10T13:03:36.000Z,CNC-07,0.509
2025-03-10T13:03:37.000Z,CNC-07,0.624
2025-03-10T13:03:38.000Z,CNC-07,0.575
2025-03-10T13:03:39.000Z,CNC-07,0.484
2025-03-10T13:03:40.000Z,CNC-07,7.283
2025-03-10T13:03:41.000Z,CNC-07,6.172
2025-03-10T13:03:42.000Z,CNC-07,5.594
2025-03-10T13:03:43.000Z,CNC-07,5.104
2025-03-10T13:03:44.000Z,CNC-07,4.77
2025-03-10T13:03:45.000Z,CNC-07,4.613
2025-03-10T13:03:46.000Z,CNC-07,4.649
2025-03-10T13:03:47.000Z,CNC-07,4.697
2025-03-10T13:03:48.000Z,CNC-07,4.808
2025-03-10T13:03:49.000Z,CNC-07,4.803
2025-03-10T13:03:50.000Z,CNC-07,4.973
2025-03-10T13:03:51.000Z,CNC-07,4.422
2025-03-10T13:03:52.000Z,CNC-07,4.581
2025-03-10T13:03:53.000Z,CNC-07,4.023
2025-03-10T13:03:54.000Z,CNC-07,5.046
2025-03-10T13:03:55.000Z,CNC-07,4.799
2025-03-10T13:03:56.000Z,CNC-07,4.91
2025-03-10T13:03:57.000Z,CNC-07,3.771
2025-03-10T13:03:58.000Z,CNC-07,4.288
2025-03-10T13:03:59.000Z,CNC-07,4.087
2025-03-10T13:04:00.000Z,CNC-07,4.07
2025-03-10T13:04:01.000Z,CNC-07,4.638
2025-03-10T13:04:02.000Z,CNC-07,5.131
2025-03-10T13:04:03.000Z,CNC-07,4.589
2025-03-10T13:04:04.000Z,CNC-07,4.446
2025-03-10T13:04:05.000Z,CNC-07,4.633
2025-03-10T13:04:06.000Z,CNC-07,4.122
2025-03-10T13:04:07.000Z,CNC-07,4.231
2025-03-10T13:04:08.000Z,CNC-07,4.385
2025-03-10T13:04:09.000Z,CNC-07,5.241
2025-03-10T13:04:10.000Z,CNC-07,4.719
2025-03-10T13:04:11.000Z,CNC-07,5.037
2025-03-10T13:04:12.000Z,CNC-07,4.599
2025-03-10T13:04:13.000Z,CNC-07,5.098
2025-03-10T13:04:14.000Z,CNC-07,4.903
2025-03-10T13:04:15.000Z,CNC-07,4.889
2025-03-10T13:04:16.000Z,CNC-07,4.181
2025-03-10T13:04:17.000Z,CNC-07,4.673
2025-03-10T13:04:18.000Z,CNC-07,5.175
2025-03-10T13:04:19.000Z,CNC-07,4.393
2025-03-10T13:04:20.000Z,CNC-07,3.986
2025-03-10T13:04:21.000Z,CNC-07,3.837
2025-03-10T13:04:22.000Z,CNC-07,4.174
2025-03-10T13:04:23.000Z,CNC-07,4.111
2025-03-10T13:04:24.000Z,CNC-07,4.72
2025-03-10T13:04:25.000Z,CNC-07,4.866
2025-03-10T13:04:26.000Z,CNC-07,4.56
2025-03-10T13:04:27.000Z,CNC-07,4.25
2025-03-10T13:04:28.000Z,CNC-07,4.19
2025-03-10T13:04:29.000Z,CNC-07,4.343
2025-03-10T13:04:30.000Z,CNC-07,4.121
2025-03-10T13:04:31.000Z,CNC-07,4.372
2025-03-10T13:04:32.000Z,CNC-07,4.415
2025-03-10T13:04:33.000Z,CNC-07,4.676
2025-03-10T13:04:34.000Z,CNC-07,4.695
2025-03-10T13:04:35.000Z,CNC-07,4.706
2025-03-10T13:04:36.000Z,CNC-07,3.598
2025-03-10T13:04:37.000Z,CNC-07,4.732
2025-03-10T13:04:38.000Z,CNC-07,4.765
2025-03-10T13:04:39.000Z,CNC-07,3.977
2025-03-10T13:04:40.000Z,CNC-07,4.464
2025-03-10T13:04:41.000Z,CNC-07,4.594
2025-03-10T13:04:42.000Z,CNC-07,5.163
2025-03-10T13:04:43.000Z,CNC-07,4.781
2025-03-10T13:04:44.000Z,CNC-07,4.428
2025-03-10T13:04:45.000Z,CNC-07,4.755
2025-03-10T13:04:46.000Z,CNC-07,4.187
2025-03-10T13:04:47.000Z,CNC-07,4.45
2025-03-10T13:04:48.000Z,CNC-07,4.676
2025-03-10T13:04:49.000Z,CNC-07,4.775
2025-03-10T13:04:50.000Z,CNC-07,4.746
2025-03-10T13:04:51.000Z,CNC-07,4.839
2025-03-10T13:04:52.000Z,CNC-07,4.972
2025-03-10T13:04:53.000Z,CNC-07,4.258
2025-03-10T13:04:54.000Z,CNC-07,4.479
2025-03-10T13:04:55.000Z,CNC-07,4.653
2025-03-10T13:04:56.000Z,CNC-07,4.425
2025-03-10T13:04:57.000Z,CNC-07,4.525
2025-03-10T13:04:58.000Z,CNC-07,4.172
2025-03-10T13:04:59.000Z,CNC-07,3.861
2025-03-10T13:05:00.000Z,CNC-07,4.673
2025-03-10T13:05:01.000Z,CNC-07,3.634
2025-03-10T13:05:02.000Z,CNC-07,4.18
2025-03-10T13:05:03.000Z,CNC-07,4.392
2025-03-10T13:05:04.000Z,CNC-07,4.586
2025-03-10T13:05:05.000Z,CNC-07,3.928
2025-03-10T13:05:06.000Z,CNC-07,4.876
2025-03-10T13:05:07.000Z,CNC-07,4.101
2025-03-10T13:05:08.000Z,CNC-07,4.217
2025-03-10T13:05:09.000Z,CNC-07,4.438
2025-03-10T13:05:10.000Z,CNC-07,4.655
2025-03-10T13:05:11.000Z,CNC-07,4.646
2025-03-10T13:05:12.000Z,CNC-07,3.922
2025-03-10T13:05:13.000Z,CNC-07,4.807
2025-03-10T13:05:14.000Z,CNC-07,4.633
2025-03-10T13:05:15.000Z,CNC-07,4.893
2025-03-10T13:05:16.000Z,CNC-07,5.06
2025-03-10T13:05:17.000Z,CNC-07,4.788
2025-03-10T13:05:18.000Z,CNC-07,4.214
2025-03-10T13:05:19.000Z,CNC-07,4.739
2025-03-10T13:05:20.000Z,CNC-07,3.876
2025-03-10T13:05:21.000Z,CNC-07,4.526
2025-03-10T13:05:22.000Z,CNC-07,4.821
2025-03-10T13:05:23.000Z,CNC-07,4.494
2025-03-10T13:05:24.000Z,CNC-07,4.158
2025-03-10T13:05:25.000Z,CNC-07,4.716
2025-03-10T13:05:26.000Z,CNC-07,4.708
2025-03-10T13:05:27.000Z,CNC-07,4.62
2025-03-10T13:05:28.000Z,CNC-07,4.181
2025-03-10T13:05:29.000Z,CNC-07,4.78
2025-03-10T13:05:30.000Z,CNC-07,4.751
2025-03-10T13:05:31.000Z,CNC-07,4.037
2025-03-10T13:05:32.000Z,CNC-07,4.411
2025-03-10T13:05:33.000Z,CNC-07,4.58
2025-03-10T13:05:34.000Z,CNC-07,4.486
2025-03-10T13:05:35.000Z,CNC-07,4.416
2025-03-10T13:05:36.000Z,CNC-07,4.363
2025-03-10T13:05:37.000Z,CNC-07,4.275
2025-03-10T13:05:38.000Z,CNC-07,4.835
2025-03-10T13:05:39.000Z,CNC-07,4.485
2025-03-10T13:05:40.000Z,CNC-07,4.333
2025-03-10T13:05:41.000Z,CNC-07,4.249
2025-03-10T13:05:42.000Z,CNC-07,3.785
2025-03-10T13:05:43.000Z,CNC-07,4.759
2025-03-10T13:05:44.000Z,CNC-07,4.097
2025-03-10T13:05:45.000Z,CNC-07,4.413
2025-03-10T13:05:46.000Z,CNC-07,4.968
2025-03-10T13:05:47.000Z,CNC-07,4.25
2025-03-10T13:05:48.000Z,CNC-07,4.761
2025-03-10T13:05:49.000Z,CNC-07,5.205
2025-03-10T13:05:50.000Z,CNC-07,4.768
2025-03-10T13:05:51.000Z,CNC-07,4.569
2025-03-10T13:05:52.000Z,CNC-07,4.821
2025-03-10T13:05:53.000Z,CNC-07,4.288
2025-03-10T13:05:54.000Z,CNC-07,4.781
2025-03-10T13:05:55.000Z,CNC-07,4.417
2025-03-10T13:05:56.000Z,CNC-07,4.299
2025-03-10T13:05:57.000Z,CNC-07,5.037
2025-03-10T13:05:58.000Z,CNC-07,4.657
2025-03-10T13:05:59.000Z,CNC-07,3.83
2025-03-10T13:06:00.000Z,CNC-07,4.726
2025-03-10T13:06:01.000Z,CNC-07,4.1
2025-03-10T13:06:02.000Z,CNC-07,4.34
2025-03-10T13:06:03.000Z,CNC-07,4.84
2025-03-10T13:06:04.000Z,CNC-07,5.147
2025-03-10T13:06:05.000Z,CNC-07,4.067
2025-03-10T13:06:06.000Z,CNC-07,4.788
2025-03-10T13:06:07.000Z,CNC-07,4.753
2025-03-10T13:06:08.000Z,CNC-07,4.617
2025-03-10T13:06:09.000Z,CNC-07,4.74
2025-03-10T13:06:10.000Z,CNC-07,5.086
2025-03-10T13:06:11.000Z,CNC-07,4.666
2025-03-10T13:06:12.000Z,CNC-07,4.191
2025-03-10T13:06:13.000Z,CNC-07,4.955
2025-03-10T13:06:14.000Z,CNC-07,4.134
2025-03-10T13:06:15.000Z,CNC-07,4.768
2025-03-10T13:06:16.000Z,CNC-07,5.041
2025-03-10T13:06:17.000Z,CNC-07,4.882
2025-03-10T13:06:18.000Z,CNC-07,4.036
2025-03-10T13:06:19.000Z,CNC-07,4.344
2025-03-10T13:06:20.000Z,CNC-07,4.505
2025-03-10T13:06:21.000Z,CNC-07,4.047
2025-03-10T13:06:22.000Z,CNC-07,4.596
2025-03-10T13:06:23.000Z,CNC-07,4.97
2025-03-10T13:06:24.000Z,CNC-07,3.942
2025-03-10T13:06:25.000Z,CNC-07,4.326
2025-03-10T13:06:26.000Z,CNC-07,4.235
2025-03-10T13:06:27.000Z,CNC-07,4.089
2025-03-10T13:06:28.000Z,CNC-07,4.532
2025-03-10T13:06:29.000Z,CNC-07,4.955
2025-03-10T13:06:30.000Z,CNC-07,4.811
2025-03-10T13:06:31.000Z,CNC-07,4.363
2025-03-10T13:06:32.000Z,CNC-07,4.23
2025-03-10T13:06:33.000Z,CNC-07,4.916
2025-03-10T13:06:34.000Z,CNC-07,4.679
2025-03-10T13:06:35.000Z,CNC-07,4.479
2025-03-10T13:06:36.000Z,CNC-07,4.864
2025-03-10T13:06:37.000Z,CNC-07,4.585
2025-03-10T13:06:38.000Z,CNC-07,3.822
2025-03-10T13:06:39.000Z,CNC-07,4.232
2025-03-10T13:06:40.000Z,CNC-07,3.929
2025-03-10T13:06:41.000Z,CNC-07,4.649
2025-03-10T13:06:42.000Z,CNC-07,4.424
2025-03-10T13:06:43.000Z,CNC-07,3.866
2025-03-10T13:06:44.000Z,CNC-07,4.863
2025-03-10T13:06:45.000Z,CNC-07,4.17
2025-03-10T13:06:46.000Z,CNC-07,4.819
2025-03-10T13:06:47.000Z,CNC-07,4.221
2025-03-10T13:06:48.000Z,CNC-07,4.119
2025-03-10T13:06:49.000Z,CNC-07,4.223
2025-03-10T13:06:50.000Z,CNC-07,4.498
2025-03-10T13:06:51.000Z,CNC-07,5.378
2025-03-10T13:06:52.000Z,CNC-07,4.479
2025-03-10T13:06:53.000Z,CNC-07,4.669
2025-03-10T13:06:54.000Z,CNC-07,3.846
2025-03-10T13:06:55.000Z,CNC-07,4.682
2025-03-10T13:06:56.000Z,CNC-07,4.502
2025-03-10T13:06:57.000Z,CNC-07,4.608
2025-03-10T13:06:58.000Z,CNC-07,5.001
2025-03-10T13:06:59.000Z,CNC-07,4.463
2025-03-10T13:07:00.000Z,CNC-07,4.179
2025-03-10T13:07:01.000Z,CNC-07,4.504
2025-03-10T13:07:02.000Z,CNC-07,3.953
2025-03-10T13:07:03.000Z,CNC-07,4.507
2025-03-10T13:07:04.000Z,CNC-07,4.794
2025-03-10T13:07:05.000Z,CNC-07,5.253
2025-03-10T13:07:06.000Z,CNC-07,4.286
2025-03-10T13:07:07.000Z,CNC-07,4.658
2025-03-10T13:07:08.000Z,CNC-07,4.288
2025-03-10T13:07:09.000Z,CNC-07,4.476
2025-03-10T13:07:10.000Z,CNC-07,3.986
2025-03-10T13:07:11.000Z,CNC-07,0.598
2025-03-10T13:07:12.000Z,CNC-07,0.706
2025-03-10T13:07:13.000Z,CNC-07,0.683
2025-03-10T13:07:14.000Z,CNC-07,0.608
2025-03-10T13:07:15.000Z,CNC-07,0.581
2025-03-10T13:07:16.000Z,CNC-07,0.476
2025-03-10T13:07:17.000Z,CNC-07,0.533
2025-03-10T13:07:18.000Z,CNC-07,0.619
2025-03-10T13:07:19.000Z,CNC-07,0.651
2025-03-10T13:07:20.000Z,CNC-07,0.722
2025-03-10T13:07:21.000Z,CNC-07,0.639
2025-03-10T13:07:22.000Z,CNC-07,0.638
2025-03-10T13:07:23.000Z,CNC-07,0.697
2025-03-10T13:07:24.000Z,CNC-07,0.627
2025-03-10T13:07:25.000Z,CNC-07,0.607
2025-03-10T13:07:26.000Z,CNC-07,0.432
2025-03-10T13:07:27.000Z,CNC-07,0.639
2025-03-10T13:07:28.000Z,CNC-07,0.595
2025-03-10T13:07:29.000Z,CNC-07,0.554
2025-03-10T13:07:30.000Z,CNC-07,0.451
2025-03-10T13:07:31.000Z,CNC-07,0.493
2025-03-10T13:07:32.000Z,CNC-07,0.567
2025-03-10T13:07:33.000Z,CNC-07,0.699
2025-03-10T13:07:34.000Z,CNC-07,0.556
2025-03-10T13:07:35.000Z,CNC-07,0.656
2025-03-10T13:07:36.000Z,CNC-07,0.557
2025-03-10T13:07:37.000Z,CNC-07,0.55
2025-03-10T13:07:38.000Z,CNC-07,0.494
2025-03-10T13:07:39.000Z,CNC-07,0.519
2025-03-10T13:07:40.000Z,CNC-07,0.495
2025-03-10T13:07:41.000Z,CNC-07,0.73
2025-03-10T13:07:42.000Z,CNC-07,0.552
2025-03-10T13:07:43.000Z,CNC-07,0.496
2025-03-10T13:07:44.000Z,CNC-07,0.541
2025-03-10T13:07:45.000Z,CNC-07,0.629
2025-03-10T13:07:46.000Z,CNC-07,0.497
2025-03-10T13:07:47.000Z,CNC-07,0.63
2025-03-10T13:07:48.000Z,CNC-07,0.664
2025-03-10T13:07:49.000Z,CNC-07,0.644
2025-03-10T13:07:50.000Z,CNC-07,0.689
2025-03-10T13:07:51.000Z,CNC-07,0.592
2025-03-10T13:07:52.000Z,CNC-07,0.602
2025-03-10T13:07:53.000Z,CNC-07,0.667
2025-03-10T13:07:54.000Z,CNC-07,0.559
2025-03-10T13:07:55.000Z,CNC-07,0.562
2025-03-10T13:07:56.000Z,CNC-07,0.685
2025-03-10T13:07:57.000Z,CNC-07,0.637
2025-03-10T13:07:58.000Z,CNC-07,0.471
2025-03-10T13:07:59.000Z,CNC-07,0.77
2025-03-10T13:08:00.000Z,CNC-07,0.567
2025-03-10T13:08:01.000Z,CNC-07,0.518
2025-03-10T13:08:02.000Z,CNC-07,0.604
2025-03-10T13:08:03.000Z,CNC-07,0.593
2025-03-10T13:08:04.000Z,CNC-07,0.542
2025-03-10T13:08:05.000Z,CNC-07,0.599
2025-03-10T13:08:06.000Z,CNC-07,0.677
2025-03-10T13:08:07.000Z,CNC-07,0.663
2025-03-10T13:08:08.000Z,CNC-07,0.64
2025-03-10T13:08:09.000Z,CNC-07,0.461
2025-03-10T13:08:10.000Z,CNC-07,0.557
2025-03-10T13:08:11.000Z,CNC-07,0.784
2025-03-10T13:08:12.000Z,CNC-07,0.539
2025-03-10T13:08:13.000Z,CNC-07,0.669
2025-03-10T13:08:14.000Z,CNC-07,0.719
2025-03-10T13:08:15.000Z,CNC-07,0.55
2025-03-10T13:08:16.000Z,CNC-07,0.577
2025-03-10T13:08:17.000Z,CNC-07,0.586
2025-03-10T13:08:18.000Z,CNC-07,0.714
2025-03-10T13:08:19.000Z,CNC-07,0.594
2025-03-10T13:08:20.000Z,CNC-07,0.598
2025-03-10T13:08:21.000Z,CNC-07,0.457
2025-03-10T13:08:22.000Z,CNC-07,0.516
2025-03-10T13:08:23.000Z,CNC-07,0.525
2025-03-10T13:08:24.000Z,CNC-07,0.635
2025-03-10T13:08:25.000Z,CNC-07,0.537
2025-03-10T13:08:26.000Z,CNC-07,0.613
2025-03-10T13:08:27.000Z,CNC-07,0.464
2025-03-10T13:08:28.000Z,CNC-07,0.682
2025-03-10T13:08:29.000Z,CNC-07,0.703
2025-03-10T13:08:30.000Z,CNC-07,0.55
2025-03-10T13:08:31.000Z,CNC-07,0.772
2025-03-10T13:08:32.000Z,CNC-07,0.461
2025-03-10T13:08:33.000Z,CNC-07,0.693
2025-03-10T13:08:34.000Z,CNC-07,0.666
2025-03-10T13:08:35.000Z,CNC-07,0.55
2025-03-10T13:08:36.000Z,CNC-07,0.526
